lat,bnds,lon,member_id,time,lat_bnds,lon_bnds,pr,time_bnds
-89.375,0,150.9375,r1i1p1f2,1850-01-16 00:00:00,-90.0,150.0,2.178532e-06,1850-01-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-02-16 00:00:00,-90.0,150.0,1.3649825e-06,1850-02-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-03-16 00:00:00,-90.0,150.0,8.901871e-07,1850-03-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-04-16 00:00:00,-90.0,150.0,1.0205218e-06,1850-04-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-05-16 00:00:00,-90.0,150.0,1.6246514e-06,1850-05-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-06-16 00:00:00,-90.0,150.0,2.6157938e-06,1850-06-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-07-16 00:00:00,-90.0,150.0,2.6882597e-06,1850-07-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-08-16 00:00:00,-90.0,150.0,2.1979447e-06,1850-08-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-09-16 00:00:00,-90.0,150.0,1.3479715e-06,1850-09-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-10-16 00:00:00,-90.0,150.0,8.24636e-07,1850-10-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-11-16 00:00:00,-90.0,150.0,2.1650199e-06,1850-11-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1850-12-16 00:00:00,-90.0,150.0,1.6029649e-06,1850-12-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1851-01-16 00:00:00,-90.0,150.0,1.2332488e-06,1851-01-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1851-02-16 00:00:00,-90.0,150.0,9.162597e-07,1851-02-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1851-03-16 00:00:00,-90.0,150.0,1.8740698e-06,1851-03-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1851-04-16 00:00:00,-90.0,150.0,1.6288437e-06,1851-04-01 00:00:00
-89.375,0,150.9375,r1i1p1f2,1851-05-16 00:00:00,-90.0,150.0,2.9597702e-06,1851-05-01 00:00:00
