lat,bnds,lon,member_id,time,lat_bnds,lon_bnds,pr,time_bnds
-89.375,0,162.1875,r1i1p1f2,1850-01-16 00:00:00,-90.0,161.25,2.4138228e-06,1850-01-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-02-16 00:00:00,-90.0,161.25,1.3703427e-06,1850-02-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-03-16 00:00:00,-90.0,161.25,9.3805085e-07,1850-03-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-04-16 00:00:00,-90.0,161.25,9.381001e-07,1850-04-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-05-16 00:00:00,-90.0,161.25,1.6355573e-06,1850-05-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-06-16 00:00:00,-90.0,161.25,2.557411e-06,1850-06-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-07-16 00:00:00,-90.0,161.25,2.6064886e-06,1850-07-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-08-16 00:00:00,-90.0,161.25,2.1792168e-06,1850-08-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-09-16 00:00:00,-90.0,161.25,1.3000551e-06,1850-09-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-10-16 00:00:00,-90.0,161.25,8.1711465e-07,1850-10-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-11-16 00:00:00,-90.0,161.25,1.9772338e-06,1850-11-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1850-12-16 00:00:00,-90.0,161.25,1.4530949e-06,1850-12-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-01-16 00:00:00,-90.0,161.25,1.2536915e-06,1851-01-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-02-16 00:00:00,-90.0,161.25,8.952826e-07,1851-02-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-03-16 00:00:00,-90.0,161.25,1.799261e-06,1851-03-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-04-16 00:00:00,-90.0,161.25,1.6380521e-06,1851-04-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-05-16 00:00:00,-90.0,161.25,2.8174675e-06,1851-05-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-06-16 00:00:00,-90.0,161.25,2.0254126e-06,1851-06-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-07-16 00:00:00,-90.0,161.25,1.705655e-06,1851-07-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-08-16 00:00:00,-90.0,161.25,2.0271996e-06,1851-08-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-09-16 00:00:00,-90.0,161.25,1.3474139e-06,1851-09-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-10-16 00:00:00,-90.0,161.25,1.2825947e-06,1851-10-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-11-16 00:00:00,-90.0,161.25,3.164946e-06,1851-11-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1851-12-16 00:00:00,-90.0,161.25,1.2357407e-06,1851-12-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1852-01-16 00:00:00,-90.0,161.25,2.219015e-06,1852-01-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1852-02-16 00:00:00,-90.0,161.25,1.5792305e-06,1852-02-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1852-03-16 00:00:00,-90.0,161.25,1.2284754e-06,1852-03-01 00:00:00
-89.375,0,162.1875,r1i1p1f2,1852-04-16 00:00:00,-90.0,161.25,2.6824075e-06,1852-04-01 00:00:00
