lat,bnds,lon,member_id,time,lat_bnds,lon_bnds,pr,time_bnds
-89.375,0,17.8125,r1i1p1f2,1850-01-16 00:00:00,-90.0,16.875,2.6008936e-06,1850-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-02-16 00:00:00,-90.0,16.875,1.1498842e-06,1850-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-03-16 00:00:00,-90.0,16.875,3.1381614e-07,1850-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-04-16 00:00:00,-90.0,16.875,1.2069067e-06,1850-04-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-05-16 00:00:00,-90.0,16.875,1.4128135e-06,1850-05-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-06-16 00:00:00,-90.0,16.875,2.6881085e-06,1850-06-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-07-16 00:00:00,-90.0,16.875,3.3411327e-06,1850-07-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-08-16 00:00:00,-90.0,16.875,2.692617e-06,1850-08-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-09-16 00:00:00,-90.0,16.875,1.6531844e-06,1850-09-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-10-16 00:00:00,-90.0,16.875,8.221841e-07,1850-10-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-11-16 00:00:00,-90.0,16.875,1.775967e-06,1850-11-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1850-12-16 00:00:00,-90.0,16.875,2.3280784e-06,1850-12-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-01-16 00:00:00,-90.0,16.875,1.9218592e-06,1851-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-02-16 00:00:00,-90.0,16.875,8.1016873e-07,1851-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-03-16 00:00:00,-90.0,16.875,1.8966635e-06,1851-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-04-16 00:00:00,-90.0,16.875,1.6214003e-06,1851-04-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-05-16 00:00:00,-90.0,16.875,3.6680485e-06,1851-05-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-06-16 00:00:00,-90.0,16.875,1.8787798e-06,1851-06-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-07-16 00:00:00,-90.0,16.875,1.403251e-06,1851-07-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-08-16 00:00:00,-90.0,16.875,2.4091134e-06,1851-08-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-09-16 00:00:00,-90.0,16.875,1.1071838e-06,1851-09-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-10-16 00:00:00,-90.0,16.875,1.7823954e-06,1851-10-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-11-16 00:00:00,-90.0,16.875,2.8187246e-06,1851-11-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1851-12-16 00:00:00,-90.0,16.875,8.4218425e-07,1851-12-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-01-16 00:00:00,-90.0,16.875,1.5841955e-06,1852-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-02-16 00:00:00,-90.0,16.875,1.3120075e-06,1852-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-03-16 00:00:00,-90.0,16.875,1.1585169e-06,1852-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-04-16 00:00:00,-90.0,16.875,3.0214135e-06,1852-04-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-05-16 00:00:00,-90.0,16.875,2.199936e-06,1852-05-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-06-16 00:00:00,-90.0,16.875,8.7791585e-07,1852-06-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-07-16 00:00:00,-90.0,16.875,1.3820785e-06,1852-07-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-08-16 00:00:00,-90.0,16.875,8.3151633e-07,1852-08-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-09-16 00:00:00,-90.0,16.875,1.545667e-06,1852-09-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-10-16 00:00:00,-90.0,16.875,1.1687986e-06,1852-10-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-11-16 00:00:00,-90.0,16.875,1.5486853e-06,1852-11-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1852-12-16 00:00:00,-90.0,16.875,4.340537e-07,1852-12-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-01-16 00:00:00,-90.0,16.875,2.1385372e-07,1853-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-02-16 00:00:00,-90.0,16.875,1.3433386e-06,1853-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-03-16 00:00:00,-90.0,16.875,2.686208e-06,1853-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-04-16 00:00:00,-90.0,16.875,3.000887e-06,1853-04-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-05-16 00:00:00,-90.0,16.875,1.7746604e-06,1853-05-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-06-16 00:00:00,-90.0,16.875,9.596221e-07,1853-06-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-07-16 00:00:00,-90.0,16.875,9.5261174e-07,1853-07-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-08-16 00:00:00,-90.0,16.875,1.8716185e-06,1853-08-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-09-16 00:00:00,-90.0,16.875,1.5420868e-06,1853-09-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-10-16 00:00:00,-90.0,16.875,1.0131264e-06,1853-10-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-11-16 00:00:00,-90.0,16.875,1.3526746e-06,1853-11-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1853-12-16 00:00:00,-90.0,16.875,3.3440258e-06,1853-12-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-01-16 00:00:00,-90.0,16.875,2.3380599e-06,1854-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-02-16 00:00:00,-90.0,16.875,2.2822087e-06,1854-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-03-16 00:00:00,-90.0,16.875,9.0623877e-07,1854-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-04-16 00:00:00,-90.0,16.875,1.6280854e-06,1854-04-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-05-16 00:00:00,-90.0,16.875,1.694906e-06,1854-05-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-06-16 00:00:00,-90.0,16.875,9.2222604e-07,1854-06-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-07-16 00:00:00,-90.0,16.875,5.7159184e-07,1854-07-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-08-16 00:00:00,-90.0,16.875,1.3890769e-06,1854-08-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-09-16 00:00:00,-90.0,16.875,3.2095118e-06,1854-09-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-10-16 00:00:00,-90.0,16.875,2.0442371e-06,1854-10-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-11-16 00:00:00,-90.0,16.875,9.653498e-07,1854-11-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1854-12-16 00:00:00,-90.0,16.875,1.96236e-06,1854-12-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-01-16 00:00:00,-90.0,16.875,1.0146875e-06,1855-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-02-16 00:00:00,-90.0,16.875,1.1319585e-06,1855-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-03-16 00:00:00,-90.0,16.875,2.7812005e-06,1855-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-04-16 00:00:00,-90.0,16.875,2.1633616e-06,1855-04-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-05-16 00:00:00,-90.0,16.875,1.7900494e-06,1855-05-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-06-16 00:00:00,-90.0,16.875,2.9789446e-06,1855-06-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-07-16 00:00:00,-90.0,16.875,3.6216377e-07,1855-07-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-08-16 00:00:00,-90.0,16.875,3.7221605e-07,1855-08-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-09-16 00:00:00,-90.0,16.875,1.2251364e-06,1855-09-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-10-16 00:00:00,-90.0,16.875,1.6536018e-06,1855-10-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-11-16 00:00:00,-90.0,16.875,1.020147e-06,1855-11-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1855-12-16 00:00:00,-90.0,16.875,9.627594e-07,1855-12-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-01-16 00:00:00,-90.0,16.875,3.1689583e-06,1856-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-02-16 00:00:00,-90.0,16.875,7.485469e-07,1856-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-03-16 00:00:00,-90.0,16.875,1.8510409e-06,1856-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-04-16 00:00:00,-90.0,16.875,3.426917e-06,1856-04-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-05-16 00:00:00,-90.0,16.875,1.9573517e-06,1856-05-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-06-16 00:00:00,-90.0,16.875,2.2685292e-06,1856-06-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-07-16 00:00:00,-90.0,16.875,3.4890168e-06,1856-07-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-08-16 00:00:00,-90.0,16.875,1.7413831e-06,1856-08-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-09-16 00:00:00,-90.0,16.875,1.7377691e-06,1856-09-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-10-16 00:00:00,-90.0,16.875,2.0496482e-06,1856-10-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-11-16 00:00:00,-90.0,16.875,7.694295e-07,1856-11-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1856-12-16 00:00:00,-90.0,16.875,1.2545975e-06,1856-12-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-01-16 00:00:00,-90.0,16.875,6.704723e-07,1857-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-02-16 00:00:00,-90.0,16.875,3.6432632e-06,1857-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-03-16 00:00:00,-90.0,16.875,2.1728106e-06,1857-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-04-16 00:00:00,-90.0,16.875,2.1315102e-06,1857-04-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-05-16 00:00:00,-90.0,16.875,1.661368e-06,1857-05-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-06-16 00:00:00,-90.0,16.875,1.2526757e-06,1857-06-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-07-16 00:00:00,-90.0,16.875,1.058873e-06,1857-07-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-08-16 00:00:00,-90.0,16.875,1.0473749e-06,1857-08-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-09-16 00:00:00,-90.0,16.875,2.7809108e-06,1857-09-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-10-16 00:00:00,-90.0,16.875,1.9162428e-06,1857-10-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-11-16 00:00:00,-90.0,16.875,8.3482337e-07,1857-11-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1857-12-16 00:00:00,-90.0,16.875,1.5013642e-06,1857-12-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1858-01-16 00:00:00,-90.0,16.875,1.8584872e-06,1858-01-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1858-02-16 00:00:00,-90.0,16.875,7.072219e-07,1858-02-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1858-03-16 00:00:00,-90.0,16.875,2.4901717e-06,1858-03-01 00:00:00
-89.375,0,17.8125,r1i1p1f2,1858-04-16 00:00:00,-90.0,16.875,1.5601324e-06,1858-04-01 00:00:00
