lat,bnds,lon,member_id,time,lat_bnds,lon_bnds,pr,time_bnds
-89.375,0,184.6875,r1i1p1f2,1850-01-16 00:00:00,-90.0,183.75,2.269661e-06,1850-01-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-02-16 00:00:00,-90.0,183.75,1.3392581e-06,1850-02-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-03-16 00:00:00,-90.0,183.75,8.8107805e-07,1850-03-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-04-16 00:00:00,-90.0,183.75,8.337708e-07,1850-04-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-05-16 00:00:00,-90.0,183.75,1.7817994e-06,1850-05-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-06-16 00:00:00,-90.0,183.75,2.5067e-06,1850-06-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-07-16 00:00:00,-90.0,183.75,2.498146e-06,1850-07-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-08-16 00:00:00,-90.0,183.75,2.311457e-06,1850-08-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-09-16 00:00:00,-90.0,183.75,1.3204244e-06,1850-09-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-10-16 00:00:00,-90.0,183.75,7.5224835e-07,1850-10-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-11-16 00:00:00,-90.0,183.75,1.9029264e-06,1850-11-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1850-12-16 00:00:00,-90.0,183.75,1.5661075e-06,1850-12-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1851-01-16 00:00:00,-90.0,183.75,1.205994e-06,1851-01-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1851-02-16 00:00:00,-90.0,183.75,8.8072716e-07,1851-02-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1851-03-16 00:00:00,-90.0,183.75,1.7372888e-06,1851-03-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1851-04-16 00:00:00,-90.0,183.75,1.6655137e-06,1851-04-01 00:00:00
-89.375,0,184.6875,r1i1p1f2,1851-05-16 00:00:00,-90.0,183.75,2.6573025e-06,1851-05-01 00:00:00
