time,prec
28830,1.6548267467442201e-06
28860,2.7026096631743712e-06
28890,1.7387571915605804e-06
28920,2.335239969397662e-06
28950,1.5377735280708293e-06
28980,5.441922894533491e-07
29010,1.6078702174127102e-06
29040,1.717912709864322e-06
29070,2.9076488772261655e-06
29100,1.818330019887071e-06
29130,1.4185633290253463e-06
29160,4.277669177099597e-06
29190,4.73619684271398e-06
29220,1.4117366617938387e-06
29250,2.064881755359238e-06
29280,3.8073555970186135e-06
29310,2.9749010082014138e-06
29340,1.2771538422384765e-06
29370,1.3337078144104453e-06
29400,1.8695589005801594e-06
29430,1.0328661801395356e-06
29460,6.359124427035567e-07
29490,8.843228442856343e-07
29520,5.280130039864162e-07
29550,1.2055724027959513e-06
29580,9.349477636533265e-07
29610,3.2809948606882244e-06
29640,1.1781343118855148e-06
29670,1.4358072348841233e-06
29700,2.5434346753172576e-06
29730,2.0449394924071385e-06
29760,1.1046795407310128e-06
29790,2.3695606614637654e-06
29820,1.986975576073746e-06
29850,1.4341827636599191e-06
29880,1.1267266017966904e-06
29910,1.8991170236404287e-06
29940,1.5184468793449923e-06
29970,1.32109585138096e-06
30000,2.3646989575354382e-06
30030,2.849855718523031e-06
30060,1.1372436574674794e-06
30090,1.5185347592705511e-06
30120,1.422554532837239e-06
30150,2.807911641866667e-06
30180,5.659572366312204e-07
30210,2.5356780497531872e-06
30240,1.0536574563957402e-06
30270,3.500994580463157e-06
30300,1.2940613487444352e-06
30330,1.2511161457950948e-06
30360,1.703374778116995e-06
30390,1.56445446464204e-06
30420,1.7076260974135948e-06
30450,1.363588808089844e-06
30480,1.8328221358387964e-06
30510,2.007523789870902e-06
30540,1.3458461580739822e-06
30570,1.0455929668751196e-06
30600,2.963143970191595e-06
30630,1.85291139587207e-06
30660,2.0546813175315037e-06
30690,2.187947529819212e-06
30720,1.472902681598498e-06
30750,2.472148707965971e-06
30780,1.0936291801044717e-06
30810,7.96418873960647e-07
30840,1.3070441582385683e-06
30870,1.6785513707873179e-06
30900,5.491139631885744e-07
30930,1.4825516245764447e-06
30960,2.095770923915552e-06
30990,1.0200413953498355e-06
31020,1.1765334875235567e-06
31050,2.917175834227237e-06
31080,1.5178832200035686e-06
31110,1.948419594555162e-06
31140,2.102730149999843e-06
31170,1.9192436866433127e-06
31200,1.4091019693296403e-06
31230,1.645712131903565e-06
31260,9.078982543542224e-07
31290,2.503145196897094e-06
31320,7.90914327808423e-07
31350,9.855980351858307e-07
31380,1.8669632027012995e-06
31410,1.9966000763815828e-06
31440,1.7357446040477953e-06
31470,2.5450258362980094e-06
31500,1.5032433111628052e-06
31530,2.8293143259361386e-06
31560,2.0014692836411996e-06
31590,1.3260689684102545e-06
31620,7.606838039464492e-07
31650,1.537755679237307e-06
31680,2.090945827148971e-06
31710,2.9553746117017e-06
31740,2.273440486533218e-06
31770,1.486607175138488e-06
31800,2.1381256374297664e-06
31830,4.044920558499143e-07
31860,1.0151698006666265e-06
31890,6.841824529146834e-07
31920,4.3555917272897204e-07
31950,1.767838625710283e-06
31980,8.881667667992588e-07
32010,2.0041666175529826e-06
32040,5.875371584806999e-07
32070,1.7040623561115353e-06
32100,1.5860171060921857e-06
32130,1.990703822229989e-06
32160,2.2231211005419027e-06
32190,1.1894322824446135e-06
32220,1.1965556723225745e-06
32250,4.645152785087703e-06
32280,2.7417411274655024e-06
32310,8.943903822000721e-07
32340,8.199677381526271e-07
32370,6.239137633201608e-07
32400,1.380455728394736e-06
32430,7.45262980217376e-07
32460,3.177801090714638e-06
32490,7.968536124280945e-07
32520,1.6716478512535105e-06
32550,3.202952939318493e-06
32580,1.9192461877537426e-06
32610,1.0654448487912305e-06
32640,6.094052196203847e-07
32670,1.1664575367831276e-06
32700,9.689055104900035e-07
32730,3.0292424071376445e-06
32760,1.419735554009094e-06
32790,1.9588028408179525e-06
32820,1.4585405097022885e-06
32850,1.5718704844402964e-06
32880,2.4308060346811544e-06
32910,7.900155196693959e-07
32940,1.0779904187074862e-06
32970,1.5925749039524817e-06
33000,1.2261717756700818e-06
33030,1.3151036455383291e-06
33060,1.745432314237405e-06
33090,1.7772113096725661e-06
33120,1.0094099707202986e-06
33150,1.8000193904299522e-06
33180,4.576093488140032e-06
33210,1.146316776612366e-06
33240,1.290060140490823e-06
33270,2.3386110115097836e-06
33300,2.2404708488465985e-06
33330,1.8751474044620409e-06
33360,1.6237893305515172e-06
33390,2.698436446735286e-06
33420,1.2293214979308686e-07
33450,2.731403128564125e-06
33480,1.0982815865645534e-06
33510,1.1055677759941318e-06
33540,2.493226475053234e-06
33570,2.8027059215673944e-06
33600,2.3461441287508933e-06
33630,1.6689873518771492e-06
33660,2.13272051041713e-06
33690,2.100207211697125e-06
33720,1.6572014374105493e-06
33750,1.4575489331036806e-06
33780,7.320388135667599e-07
33810,2.680101488294895e-06
33840,1.6891578979993938e-06
33870,1.6948320080700796e-06
33900,2.0068741832801607e-06
33930,1.4727876305187237e-06
33960,2.2574122340301983e-06
33990,2.5434314920858014e-06
34020,2.087332177325152e-06
34050,2.316740847163601e-06
34080,1.297188418902806e-06
34110,1.7428345699954662e-06
34140,2.801192977130995e-06
34170,1.1803527968368144e-06
34200,2.1339151317079086e-06
34230,2.58729392044188e-06
34260,1.481008666814887e-06
34290,9.61664682108676e-07
34320,1.0969188224407844e-06
34350,7.929775165393949e-07
34380,2.8943686629645526e-06
34410,4.4399783405424387e-07
34440,2.1239870875433553e-06
34470,1.5153647154875216e-06
34500,9.213963636511835e-08
34530,1.6387907635362353e-06
34560,1.1764151395254885e-06
34590,6.349877139655291e-07
34620,1.115430109166482e-06
34650,2.5338654268125538e-06
34680,1.9895185232599033e-06
34710,7.387254186141945e-07
34740,7.034674354144954e-07
34770,7.508025987590372e-07
34800,1.6586157016718062e-06
34830,2.30833407499631e-07
34860,1.498046344750037e-06
34890,1.2228492778376676e-06
34920,9.099694011638348e-07
34950,1.089867055270588e-06
34980,1.1222640523556038e-06
35010,1.2650174312511808e-06
35040,1.259002715414681e-06
35070,2.2519873255077982e-06
35100,1.7256959381484194e-06
35130,1.3017707942708512e-06
35160,2.002977225856739e-06
35190,1.5397176866827067e-06
35220,5.933673605795775e-07
35250,1.7894573147714254e-06
35280,9.155966154139605e-07
35310,1.6281504713333561e-06
35340,1.3564189202952548e-06
35370,1.4005446473674965e-06
35400,1.3835327763445093e-06
35430,9.140667884821596e-07
35460,1.0556657343840925e-06
35490,9.727625638333848e-07
35520,3.3959702250285773e-06
35550,6.521713658003137e-07
35580,3.6007602943755046e-07
35610,3.7138281641091453e-06
35640,5.582662652159343e-07
35670,1.581465539857163e-06
35700,3.337624434607278e-07
35730,4.908847017759399e-07
35760,1.8788020952342777e-06
35790,1.5794450973771745e-06
35820,7.277380973391701e-07
35850,9.503874593974615e-07
35880,2.3288077954930486e-06
35910,2.0326601770648267e-06
35940,1.8189649608757463e-06
35970,9.065134349839354e-07
36000,7.788949005771428e-07
36030,1.022649939841358e-06
36060,2.630960125316051e-06
36090,9.691406148704118e-07
36120,1.9611979951150715e-06
36150,1.8380545725449338e-06
36180,1.7344341358693782e-06
36210,1.911790604935959e-06
36240,1.1897601552846027e-06
36270,1.1581038279473432e-06
36300,7.843249818506592e-07
36330,3.0353896818269277e-07
36360,3.1579870665154886e-06
36390,2.1280295641190605e-06
36420,2.37067615671549e-06
36450,2.3263678485818673e-06
36480,2.2837543838249985e-06
36510,2.0270099412300624e-06
36540,1.396467155245773e-06
36570,7.814217610757623e-07
36600,1.4789400211157044e-06
36630,8.665207360536442e-07
36660,1.2760933714162093e-06
36690,2.3870463792263763e-06
36720,1.4168030020300648e-06
36750,1.2973873708688188e-06
36780,3.3067117328755558e-06
36810,2.10905386666127e-06
36840,1.8448531591275241e-06
36870,2.7755863811762538e-06
36900,2.0236607269907836e-06
36930,2.732832399487961e-06
36960,1.4236815104595735e-06
36990,1.1841759715025546e-06
37020,2.2733697733201552e-06
37050,1.0425608252262464e-06
37080,3.685680667331326e-07
37110,1.425328264303971e-06
37140,1.6571949572607991e-06
37170,1.6847044435053249e-06
37200,1.6508824955963064e-06
37230,1.4264456922319368e-06
37260,2.096058778988663e-06
37290,1.7745370541888406e-06
37320,1.6463735619254294e-06
37350,1.027635903483315e-06
37380,3.79129858174565e-07
37410,2.7025719191442477e-06
37440,5.008911898585211e-07
37470,3.159648258588277e-06
37500,2.417690211586887e-06
37530,2.2027147679182235e-06
37560,2.274381358802202e-06
37590,1.0089439683724777e-06
37620,1.376036266265146e-06
37650,8.048713766584115e-07
37680,2.5727890715643298e-06
37710,1.4220011053112103e-06
37740,1.4813989537287853e-06
37770,2.069738684440381e-06
37800,4.493135179473029e-07
37830,1.4174376019582269e-06
37860,2.5999167974077864e-06
37890,2.1481782823684625e-06
37920,1.305360910919262e-06
37950,9.643964631322888e-07
37980,3.547965832240152e-07
38010,1.8997310462509631e-06
38040,2.1443702280521393e-06
38070,2.0652369130402803e-06
38100,8.858456794769154e-07
38130,1.6777891005403944e-06
38160,1.846188183662889e-06
38190,1.3947884553999756e-06
38220,1.1479521617729915e-06
38250,1.2070601087543764e-06
38280,9.05906745174434e-07
38310,1.4755896700080484e-06
38340,2.1988200842315564e-06
38370,2.808464614645345e-06
38400,1.970901848835638e-06
38430,2.234693283753586e-06
38460,1.0255671440972947e-06
38490,8.510388624927145e-07
38520,1.131096837525547e-06
38550,2.6055145099235233e-06
38580,1.4075866374696488e-06
38610,2.964067789434921e-06
38640,1.8208719438916887e-06
38670,1.699649942565884e-06
38700,6.377738372975728e-07
38730,1.801873963813705e-06
38760,1.864928435679758e-06
38790,2.777149575194926e-06
38820,1.5973951121850405e-06
38850,9.006365075947542e-07
38880,1.2753400824294658e-06
38910,1.683468667579291e-06
38940,1.457648863834038e-06
38970,1.6152010857695132e-06
39000,1.174779754364863e-06
39030,2.0367517663544277e-06
39060,2.122246769431513e-06
39090,2.8232414024387253e-06
39120,2.1053035652585095e-06
39150,1.111026563194173e-06
39180,7.3080832407868e-07
39210,5.762255455010745e-07
39240,1.1893405371665722e-06
39270,1.7220407926288317e-06
39300,1.277345177186362e-06
39330,2.1806572476634756e-06
39360,2.7454484552436043e-06
39390,1.6278539760605781e-06
39420,1.924207026604563e-06
39450,7.841665023988753e-07
39480,1.3758838122157613e-06
39510,4.151920620643068e-06
39540,1.4401794032892212e-06
39570,4.5179436369835457e-07
39600,2.096122898365138e-06
39630,1.3063746564512257e-06
39660,1.2291432085476117e-06
39690,1.220404556079302e-06
39720,2.181484433094738e-06
39750,2.3550667265226366e-06
39780,2.111457661158056e-06
39810,1.213743871630868e-06
39840,2.480663397363969e-06
39870,2.446643975417828e-06
39900,8.605220500612631e-07
39930,6.985444542806363e-07
39960,2.5856161300907843e-06
39990,3.3367518881277647e-06
40020,1.6821912822706508e-06
40050,8.420456651947461e-07
40080,2.5729714252520353e-06
40110,1.137547201324196e-06
40140,1.980810338864103e-06
40170,1.0726135997174424e-06
40200,5.264892024570145e-07
40230,2.3640420749870827e-06
40260,5.490014700626489e-07
40290,6.41800795619929e-07
40320,1.1546085261215921e-06
40350,4.998667009203928e-07
40380,1.6930205219978234e-06
40410,2.3371144379780162e-06
40440,1.1813284572781413e-06
40470,1.2631801382667618e-06
40500,1.3753075336353504e-06
40530,8.523867904841609e-07
40560,1.7566358110343572e-06
40590,1.6505784969922388e-06
40620,6.483456331807247e-07
40650,7.702677180532191e-07
40680,1.895603190860129e-06
40710,1.6173742096725618e-06
40740,8.185275532923697e-07
40770,2.27941018238198e-06
40800,1.1057003348469152e-06
40830,1.4302949011835153e-06
40860,2.556221716076834e-06
40890,3.2992511478369124e-06
40920,1.1409853186705732e-06
40950,2.9964367058710195e-06
40980,3.7633023453054193e-07
41010,1.37223833007738e-06
41040,1.5958852372932597e-06
41070,1.0758168400570867e-06
41100,6.780645662729512e-07
41130,1.8939650772153982e-06
41160,2.5047111193998717e-06
41190,3.46082902069611e-06
41220,1.4885675909681595e-06
41250,1.7068515489881975e-06
41280,1.0298050483470433e-06
41310,5.823014248562686e-07
41340,1.4329275472846348e-06
41370,1.206374577122915e-06
41400,3.2781797472125618e-06
41430,3.825374790267233e-07
41460,1.3059485581834451e-06
41490,1.8601276678964496e-06
41520,2.5091781026276294e-06
41550,1.386190206176252e-06
41580,9.287988973483152e-07
41610,2.5481731427134946e-06
41640,1.920364638863248e-06
41670,6.975080282245472e-07
41700,2.729237394305528e-06
41730,1.1615799166975194e-06
41760,1.817511702029151e-06
41790,1.6026982621042407e-06
41820,3.923702024621889e-06
41850,3.1013451007311232e-06
41880,8.657795547151181e-07
41910,1.0641763310559327e-06
41940,1.5576889609292266e-06
41970,2.2495819393952843e-06
42000,1.7667051679381984e-06
42030,1.5476191492780345e-06
42060,5.957396069788956e-07
42090,1.0705765589591465e-06
42120,1.1315385108900955e-06
42150,3.898526017565018e-07
42180,2.123690364896902e-06
42210,1.3542112355935387e-06
42240,2.211220817116555e-06
42270,1.2805810456484323e-06
42300,2.160879148505046e-06
42330,1.1682907370413886e-06
42360,2.8896731691929745e-06
42390,1.2010478940283065e-06
42420,1.0991636827384355e-06
42450,1.5709251783846412e-06
42480,3.0470334877463756e-07
42510,1.6577101860093535e-06
42540,2.6305531264370074e-06
42570,1.5770850723129115e-06
42600,1.0712434459492215e-06
42630,1.3050716916040983e-06
42660,2.828653805408976e-06
42690,7.189098027993168e-07
42720,1.5417160739161773e-06
42750,1.768471634022717e-06
42780,7.238675152620999e-07
42810,2.024091372732073e-06
42840,2.0956535990990233e-06
42870,1.1075907195845502e-06
42900,7.668443799957458e-07
42930,2.934418034783448e-06
42960,1.855001073636231e-06
42990,2.606645011837827e-06
43020,2.072040615530568e-06
43050,2.951252781713265e-06
43080,1.106337890632858e-06
43110,9.433531431568554e-07
43140,1.595611934135377e-06
43170,3.8719990698155016e-06
43200,1.502237978456833e-06
43230,2.2299986994767096e-06
43260,1.957710992428474e-06
43290,2.11950600714772e-06
43320,1.6825833881739527e-06
43350,2.1354323962441413e-06
43380,1.7646992773734382e-06
43410,1.1061564464398543e-06
43440,1.8204000298283063e-06
43470,2.534818122512661e-06
43500,1.016461737890495e-06
43530,2.0651314116548747e-06
43560,1.0477064051883644e-06
43590,6.022526122251293e-07
43620,1.588972054378246e-06
43650,2.2348233414959395e-06
43680,1.310336642745824e-06
43710,9.778641469893046e-07
43740,2.3102909381123027e-06
43770,1.0502644727239385e-06
43800,1.2641042985706008e-06
43830,8.020376753847813e-07
43860,8.174447430064902e-07
43890,2.862308519979706e-06
43920,1.0213035466222209e-06
43950,1.0734904662967892e-06
43980,1.229622512255446e-06
44010,2.154671392418095e-06
44040,1.099907535717648e-06
44070,1.5483996094189934e-06
44100,1.0419881846246426e-06
44130,4.105274911125889e-07
44160,1.0691691159081529e-06
44190,1.076009425560187e-06
44220,7.284987759703654e-07
44250,1.8782623101287754e-06
44280,2.8390786610543728e-06
44310,1.6365282817787374e-06
44340,8.755582712183241e-07
44370,1.6143865195772378e-06
44400,2.024072955464362e-06
44430,4.237744178681169e-06
44460,1.2389941730361897e-06
44490,1.3403523553279229e-06
44520,1.52170832734555e-06
44550,2.206766112067271e-06
44580,3.6292260574555257e-07
44610,2.8318618205958046e-06
44640,1.9320796127431095e-06
44670,7.894707891864527e-07
44700,6.163342618492607e-07
44730,2.168719674955355e-06
44760,7.96213043940952e-07
44790,1.671328277552675e-06
44820,2.6638219878805103e-06
44850,1.4761822058062535e-06
44880,1.3386020327743609e-06
44910,2.5637591534177773e-06
44940,1.041016503222636e-06
44970,2.4000216853892198e-06
45000,1.3138759413777734e-06
45030,1.822222770897497e-06
45060,1.3155608939996455e-06
45090,1.0809026207425632e-06
45120,1.3858953025192022e-06
45150,1.5998984963516705e-06
45180,3.3326321045024088e-06
45210,1.8305426010556403e-06
45240,4.364781034382759e-06
45270,8.089903076324845e-07
45300,5.732092631660635e-07
45330,9.701183216748177e-07
45360,7.673108939343365e-07
45390,6.841828508186154e-07
45420,5.143447765476594e-07
45450,1.061845182448451e-06
45480,2.379903435212327e-06
45510,7.462681423930917e-07
45540,1.8982975689141313e-06
45570,1.9570684344216716e-06
45600,3.1872382351139095e-06
45630,2.27968462240824e-06
45660,1.0365670277678873e-06
45690,5.37457310656464e-07
45720,3.6198159136802133e-07
45750,1.404247200298414e-06
45780,3.2502432532055536e-06
45810,2.2887847990205046e-06
45840,2.090508132823743e-06
45870,2.147224449799978e-06
45900,2.4336952719750116e-06
45930,2.596955710032489e-06
45960,2.177822580051725e-06
45990,1.2094576504750876e-06
46020,2.3469676762033487e-06
46050,1.2059653045071173e-06
46080,1.5935021338009392e-06
46110,1.4437093796004774e-06
46140,1.4250492768042022e-06
46170,2.783682475637761e-06
46200,2.2701271973346593e-06
46230,2.1614780507661635e-06
46260,1.5233636077027768e-06
46290,2.0317863800300984e-06
46320,2.747172402450815e-06
46350,2.1056041532574454e-06
46380,1.6684923593857093e-06
46410,1.2952838233104558e-06
46440,4.3296790863678325e-06
46470,4.999921543458186e-07
46500,1.9175352008460322e-06
46530,1.7949687389773317e-06
46560,2.9283717140060617e-06
46590,2.0110949208174134e-06
46620,2.3495238110626815e-06
46650,3.2192328944802284e-06
46680,1.8341002032684628e-06
46710,1.962080659723142e-06
46740,1.6690318034306983e-06
46770,1.7488248431618558e-06
46800,1.7138004295702558e-06
46830,1.3593665926237009e-06
46860,2.19549269786512e-06
46890,1.2720436188828899e-06
46920,5.388122303884302e-07
46950,2.102139205817366e-06
46980,1.8894513686973369e-06
47010,1.8049378240903025e-06
47040,9.852644780039554e-07
47070,6.314169809229497e-07
47100,2.4410644527961267e-06
47130,2.0075967768207192e-06
47160,6.408699277926644e-07
47190,5.934040245847427e-07
47220,1.7336961946057272e-06
47250,1.0426469998492394e-06
47280,1.1792193390647299e-06
47310,1.23940731100447e-06
47340,2.3007496565696783e-06
47370,2.0981597117497586e-06
47400,1.2553729220599052e-06
47430,8.904229389372631e-07
47460,2.060178076135344e-06
47490,2.3609420622960897e-06
47520,2.347120243939571e-06
47550,1.7729084902384784e-06
47580,1.5459420410479652e-06
47610,1.205673015647335e-06
47640,2.1662847302650334e-06
47670,2.1957725948595908e-06
47700,2.0363870589790167e-06
47730,3.281644012531615e-06
47760,4.3904952917728224e-07
47790,3.1739414225739893e-06
47820,9.586919986759312e-07
47850,4.3019904296670575e-06
47880,1.2079869975423208e-06
47910,9.023698339660768e-07
47940,1.5015949657026795e-06
47970,2.2117853859526804e-06
48000,2.342944981137407e-06
48030,1.7722325083013857e-06
48060,1.9863052784785395e-06
48090,2.1233270217635436e-06
48120,1.4943069572836976e-06
48150,2.642823574205977e-06
48180,1.3614359204439097e-06
48210,4.40197993611946e-07
48240,2.8794497666240204e-06
48270,1.5724288005003473e-06
48300,1.6783480987214716e-06
48330,6.978932560741669e-07
48360,2.8662525437539443e-06
48390,1.9431711280049058e-06
48420,2.063534111584886e-06
48450,4.6382805862776877e-07
48480,1.7984523310587974e-06
48510,1.246675765287364e-06
48540,2.3155837425292702e-06
48570,2.678387090782053e-06
48600,3.197972375801328e-07
48630,1.2828089666072628e-06
48660,2.208173327744589e-06
48690,1.8360037756792735e-06
48720,2.0732195480377413e-06
48750,1.473107317906397e-06
48780,2.811376816680422e-06
48810,2.556144181653508e-06
48840,1.4800172039031168e-06
48870,5.281130484036112e-07
48900,3.073358811889193e-06
48930,1.6333362964360276e-06
48960,9.067758810488158e-07
48990,7.381073601209209e-07
49020,2.3438090011040913e-06
49050,2.06014533432608e-06
49080,9.857602663032594e-07
49110,2.504808207959286e-06
49140,1.4407538628802286e-06
49170,1.4719498722115532e-06
49200,8.779733207120444e-07
49230,1.2240835758348112e-06
49260,1.2616056892511551e-06
49290,1.109124696085928e-06
49320,1.2749748066198663e-06
49350,2.8362319426378235e-06
49380,1.1744601806640276e-06
49410,1.1342615380272036e-06
49440,1.7135695316028432e-06
49470,1.97193412532215e-06
49500,1.0956082405755296e-06
49530,1.5025802895252127e-06
49560,3.051133944609319e-06
49590,1.9828739823424257e-06
49620,9.365975301989238e-07
49650,1.4879551599733531e-06
49680,9.238019629265182e-07
49710,1.3695705547434045e-06
49740,7.826195655979973e-07
49770,8.128048420985579e-07
49800,1.2158262734374148e-06
49830,8.738045380596304e-07
49860,1.1148696330565144e-06
49890,2.133636826329166e-06
49920,1.2111898968214518e-06
49950,1.4706973843203741e-06
49980,3.2585971894150134e-06
50010,1.4722883179274504e-06
50040,1.846860413934337e-06
50070,3.973245554789173e-07
50100,1.4943556152502424e-06
50130,1.5566187130389153e-06
50160,1.88664694178442e-06
50190,2.377813871135004e-06
50220,2.4196865524572786e-06
50250,5.562263254432764e-07
50280,3.9706583265797235e-06
50310,3.540995976436534e-06
50340,7.215182904474204e-07
50370,2.941797447419958e-06
50400,1.4929889857739909e-06
50430,5.994692855892936e-06
50460,3.3943770176847465e-06
50490,1.3722089988732478e-06
50520,2.0741731532325502e-06
50550,1.4549582374456804e-06
50580,2.586996970421751e-06
50610,1.1520155567268375e-06
50640,8.633084576104011e-07
50670,3.2164427921088645e-07
50700,6.206415719134384e-07
50730,2.326819640074973e-06
50760,1.0507505976420362e-06
50790,1.9531892121449346e-06
50820,1.884662651718827e-06
50850,2.0905688415950863e-06
50880,1.6646195035718847e-06
50910,2.4710973320907215e-06
50940,2.241312358819414e-06
50970,1.518702674729866e-06
51000,9.164488119495218e-07
51030,2.0121451598242857e-06
51060,1.3965898233436747e-06
51090,1.8427602981319069e-06
51120,5.391088393480459e-07
51150,2.128572532456019e-06
51180,3.649938207672676e-06
51210,2.6844031708606053e-06
51240,8.296790383610642e-07
51270,1.1064046248066006e-06
51300,7.316604069274035e-07
51330,9.604769957149983e-07
51360,7.911973511909309e-07
51390,1.912000470838393e-06
51420,1.0634090585881495e-06
51450,3.195568524461123e-06
51480,5.015115220885491e-07
51510,2.4681949639671075e-07
51540,2.0239642708475003e-06
51570,2.302112989127636e-06
51600,1.9460026123852003e-06
51630,2.8617794214369496e-06
51660,9.974962722480996e-07
51690,1.6499473076692084e-06
51720,2.4776020381978014e-06
51750,2.6178831831202842e-06
51780,1.2785055787389865e-06
51810,6.852514502497797e-07
51840,1.2700908200713457e-06
51870,1.554789264446299e-06
51900,1.8022245740212384e-06
51930,2.2938386337045813e-06
51960,1.4740752476427588e-06
51990,1.7901938917930238e-06
52020,1.8581609992907033e-06
52050,1.1664147905321443e-06
52080,2.6042512217827607e-06
52110,1.6250323824351653e-06
52140,2.230727886853856e-06
52170,8.58725627495005e-07
52200,1.4802236592004192e-06
52230,8.630912020635151e-07
52260,2.552571686464944e-06
52290,2.8426636617950862e-06
52320,1.754713252921647e-06
52350,3.0467570013570366e-06
52380,1.1629397249635076e-06
52410,2.9246923531900393e-06
52440,1.9727503968169913e-06
52470,5.422429580903554e-07
52500,2.0338277408882277e-06
52530,7.357359095294669e-07
52560,1.3577854360846686e-06
52590,4.529419584287098e-06
52620,2.331643827346852e-06
52650,1.8203865010946174e-06
52680,2.2884589725435944e-06
52710,1.32689899601246e-06
52740,1.6540799379072268e-06
52770,1.7188644960697275e-06
52800,1.9319791135785636e-06
52830,3.1203064736473607e-06
52860,7.881056944825104e-07
52890,1.1092135991930263e-06
52920,1.0408672324047075e-06
52950,2.4260471036541276e-06
52980,1.9670635538204806e-06
53010,1.2442349088814808e-06
53040,1.4082576171858818e-06
53070,2.221963995907572e-06
53100,2.4705136638658587e-06
53130,1.4188375416779309e-06
53160,2.3821808099455666e-06
53190,1.6059385643529822e-06
53220,3.7752188291051425e-06
53250,2.7244325337960618e-06
53280,1.922524006658932e-06
53310,1.815593918763625e-06
53340,2.3866571154940175e-06
53370,2.242741174995899e-06
53400,1.2831261528845062e-06
53430,3.4164493172283983e-06
53460,1.961348061740864e-06
53490,1.60661329573486e-06
53520,1.7069062323571416e-06
53550,1.8253941789225792e-06
53580,2.51607298196177e-06
53610,2.7955106816079933e-06
53640,1.8957581460199435e-06
53670,5.94783443830238e-07
53700,1.9722267552424455e-06
53730,4.323812845541397e-06
53760,2.727120772760827e-06
53790,1.6736296402086737e-06
53820,1.2793918813258642e-06
53850,1.22735843888222e-06
53880,2.188744247177965e-06
53910,2.4657956601004116e-06
53940,3.0889011668477906e-06
53970,2.367957904425566e-06
54000,3.532849632392754e-06
54030,2.147184886780451e-06
54060,2.369231651755399e-06
54090,1.303040562561364e-06
54120,3.07261598209152e-06
54150,2.4209555249399273e-06
54180,2.995624299728661e-06
54210,2.5427057153137866e-06
54240,1.586941948517051e-06
54270,9.233440891875944e-07
54300,1.5955466778905247e-06
54330,9.539752454656991e-07
54360,1.2126035926485201e-06
54390,4.856389296037378e-06
54420,8.670448323755409e-07
54450,1.8204048046754906e-06
54480,2.1825733256264357e-06
54510,1.475456315347401e-06
54540,1.1049133945562062e-06
54570,1.6592944120930042e-06
54600,2.0479994873312535e-06
54630,2.19958383240737e-06
54660,2.578870180514059e-06
54690,8.95265145572921e-07
54720,2.4829080302879447e-06
54750,2.481903720763512e-06
54780,1.9319661532790633e-06
54810,2.366427679589833e-06
54840,1.3237635130280978e-06
54870,2.7497412702359725e-06
54900,1.0919565056610736e-06
54930,7.859413813093852e-07
54960,1.4003811656948528e-06
54990,1.3267007261674735e-06
55020,1.0554059599598986e-06
55050,1.8154320287067094e-06
55080,2.066968590952456e-06
55110,7.203316272352822e-07
55140,1.962160013135872e-06
55170,2.707295607251581e-06
55200,7.673430104659928e-07
55230,2.330743427592097e-06
55260,1.14486954316817e-06
55290,2.0984755337849492e-06
55320,7.443516096827807e-07
55350,1.5025825632619672e-06
55380,9.473203590459889e-07
55410,1.0581346714388928e-06
55440,4.029452043141646e-07
55470,1.437974219697935e-06
55500,1.7505597043054877e-06
55530,1.6869616956682876e-06
55560,1.4355948678712593e-06
55590,2.6018619792012032e-06
55620,6.920380428709905e-07
55650,1.409809783581295e-06
55680,3.225504542569979e-06
55710,2.2042841010261327e-06
55740,1.4717136309627676e-06
55770,1.8110594055542606e-06
55800,1.5035955129860668e-06
55830,5.40968983386847e-07
55860,7.62154854783148e-07
55890,2.7281969323667e-06
55920,1.5332265093093156e-06
55950,1.5646759266019217e-06
55980,1.4387388773684506e-06
56010,2.956360731332097e-06
56040,2.989900849570404e-06
56070,2.8225972528161947e-06
56100,2.092211389026488e-06
56130,1.164750301541062e-06
56160,1.7154791294160532e-06
56190,2.594056695670588e-06
56220,3.324179260744131e-06
56250,1.8809901121130679e-06
56280,1.4108763934927993e-06
56310,2.055513959930977e-06
56340,2.213798097727704e-06
56370,7.57840723508707e-07
56400,1.6663673250150168e-06
56430,2.9739512683590874e-06
56460,4.745998467114987e-06
56490,1.3074080698061152e-06
56520,7.919159088487504e-07
56550,1.5467841194549692e-06
56580,9.613977454137057e-07
56610,1.4733967645952362e-06
56640,1.6208089164138073e-06
56670,1.873130372587184e-06
56700,1.0161813861486735e-06
56730,1.6719560562705738e-06
56760,2.568631316535175e-06
56790,3.2527266284887446e-06
56820,5.639271307700255e-07
56850,2.4758958261372754e-06
56880,7.085542392815114e-07
56910,1.736421836540103e-06
56940,2.3429620341630653e-06
56970,2.275518681926769e-06
57000,1.2674947811319726e-06
57030,3.7214492749626515e-06
57060,2.4224705157394055e-06
57090,1.9942185645049904e-06
57120,1.6897039358809707e-06
57150,2.659553274497739e-06
57180,1.1431321809141082e-06
57210,8.687899821779865e-07
57240,9.053543976733636e-07
57270,4.92144920372084e-07
57300,3.1828069495531963e-06
57330,1.2351656550890766e-06
57360,6.241591563593829e-07
57390,1.988223175430903e-06
57420,4.444822025106987e-06
57450,6.676289103779709e-07
57480,1.089254055841593e-06
57510,1.399510438204743e-06
57540,1.5018219983176095e-06
57570,2.773753521978506e-06
57600,1.653150775382528e-06
57630,2.166518470403389e-06
